19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	33	35	35	35	35	32	19	19	19	19	19
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	20	208	209	209	210	18	19	19	19	19	19
19	19	19	19	19	33	35	35	35	35	35	35	35	35	35	35	35	35	32	19	19	19	19	19	19	19	19	19	19	20	224	225	225	226	18	19	19	19	19	19
19	19	19	19	19	20	208	209	209	209	209	209	209	209	209	209	209	210	18	19	19	19	19	19	19	19	19	19	19	20	240	241	241	242	18	19	19	19	19	19
19	19	19	19	19	20	224	225	225	225	225	225	225	225	225	225	225	226	18	33	35	35	35	35	35	35	35	35	35	36	48	48	48	48	18	19	19	19	19	19
19	19	19	19	19	20	240	241	241	241	241	241	241	241	241	241	241	242	18	20	208	209	209	209	209	209	209	209	209	210	48	48	48	48	18	19	19	19	19	19
19	19	19	19	19	20	48	48	48	48	48	48	48	48	48	48	48	48	34	36	224	225	225	225	225	225	225	225	225	226	48	48	48	48	18	19	19	19	19	19
19	19	19	19	19	20	48	48	48	48	48	48	48	48	48	48	48	48	208	210	240	241	241	241	241	241	241	241	241	242	48	48	48	48	18	19	19	19	19	19
19	19	19	19	19	20	48	48	48	48	48	48	48	48	48	48	48	48	224	226	48	48	48	48	48	48	48	48	48	48	48	48	48	48	18	19	19	19	19	19
19	19	19	19	19	20	48	48	48	48	48	48	48	48	48	48	48	48	240	242	48	48	48	48	48	48	48	48	48	48	48	48	48	48	18	19	19	19	19	19
19	19	19	19	19	20	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	18	19	19	19	19	19
19	19	19	19	19	17	3	3	3	3	3	3	3	3	3	3	3	4	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	18	19	19	19	19	19
19	19	19	19	19	19	19	33	35	35	35	35	35	35	35	35	32	20	208	209	209	209	209	210	211	212	213	208	209	209	209	209	209	210	18	19	19	19	19	19
19	19	19	19	19	19	19	20	208	209	209	209	209	209	209	210	18	20	224	225	225	225	225	226	211	212	213	224	225	225	225	225	225	226	18	19	19	19	19	19
19	19	19	19	19	19	19	20	224	225	225	225	225	225	225	226	34	36	240	241	241	241	241	242	211	212	213	240	241	241	241	241	241	242	18	19	19	19	19	19
19	19	19	19	19	19	19	20	240	241	241	241	241	241	241	242	208	210	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	18	19	19	19	19	19
19	19	19	19	19	19	19	20	64	64	64	64	64	64	64	64	224	226	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	18	19	19	19	19	19
